Acurácia,Precisao,Recall,F1 Score,Erro,Data do Log
0.8492063492063492;0.8518966709783036;0.8492063492063492;0.850549375836616;0.2723550243470562;2017-09-28 00:43:28.231200
0.8668026307468539;0.8683614449068343;0.8668026307468539;0.8675808755388271;0.16898279896287866;2017-09-28 00:43:28.231319
0.9166666666666667;0.9212897817620318;0.9166666666666667;0.9189723778975188;0.19635658914728682;2017-09-28 00:44:37.160506
0.93;0.9316606854604801;0.93;0.9306747987344325;0.13977297895902546;2017-09-28 00:44:37.160590
0.9183333333333333;0.9238149110102734;0.9183333333333333;0.921065581240371;0.1929734219269103;2017-09-28 00:45:28.144432
0.93;0.9322663029396339;0.93;0.9311317719060556;0.14807862679955702;2017-09-28 00:45:28.144515
cm;0.8767390754442548;0.8784001662670026;0.8767390754442548;0.8775684659566179;0.1709827357237716;2017-10-08 00:41:07.282491
cm;0.8727629165876178;0.8747544608199803;0.8727629165876178;0.8737568281223316;0.1789192436602795;2017-10-08 01:02:24.682982
cm;0.864794789097578;0.8714078178282215;0.864794789097578;0.8672264234727061;0.16302251312211472;2017-10-08 01:12:58.909694
cm;0.8290251691646114;0.8511401184583456;0.8290251691646114;0.8371412457497285;0.21271264149750208;2017-10-08 02:37:47.901719
cm;0.8107569721115537;0.8141661493262442;0.8107569721115537;0.813058848340272;0.27831531018782013;2017-10-08 03:04:57.404128
cm;0.8645418326693227;0.8651555968928106;0.8645418326693227;0.8648485783717719;0.17892714854866248;2017-10-08 05:05:36.245835
