FPR,Naive,SVM,Arvore-de-Decisao,Gradiente-Estocastico,Random-Forest,Regressao-Logistica
,0.8412698412698413,0.8809523809523809,0.8452380952380952,0.8452380952380952,0.8571428571428572,0.8571428571428572
,0.8645418326693227,0.8884462151394422,0.852589641434263,0.852589641434263,0.8605577689243028,0.8690476190476191
,0.8685258964143426,0.8924302788844621,0.8611111111111112,0.8531746031746031,0.8690476190476191,0.8725099601593626
,0.873015873015873,0.8968253968253969,0.8685258964143426,0.8685258964143426,0.8764940239043825,0.8804780876494024
,0.876984126984127,0.9007936507936508,0.876984126984127,0.876984126984127,0.8809523809523809,0.8849206349206349
,0.8888888888888888,0.9043824701195219,0.8809523809523809,0.8844621513944223,0.8924302788844621,0.8928571428571429
,0.8928571428571429,0.9047619047619048,0.8844621513944223,0.8888888888888888,0.8968253968253969,0.9043824701195219
,0.8968253968253969,0.9047619047619048,0.8849206349206349,0.8928571428571429,0.9007936507936508,0.9047619047619048
,0.900398406374502,0.9206349206349207,0.8968253968253969,0.8928571428571429,0.9007936507936508,0.9087301587301587
,0.9163346613545816,0.9402390438247012,0.9083665338645418,0.9163346613545816,0.9243027888446215,0.9282868525896414
